longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,price_income_ratio
-117.12,32.66,52,16,4.0,8,3,1.125,60000,NEAR OCEAN,5.333333333333333
-117.11,32.67,52,280,71.0,217,71,1.4844,83300,NEAR OCEAN,5.6116949609269735
-117.11,32.66,52,25,5.0,14,9,1.625,118800,NEAR OCEAN,7.310769230769231
-117.09,32.67,37,1157,332.0,983,306,2.0972,117000,NEAR OCEAN,5.578867060843029
-117.09,32.66,38,833,206.0,570,182,1.8333,127100,NEAR OCEAN,6.932853324605902
-117.09,32.66,37,1232,330.0,1086,330,1.6389,114300,NEAR OCEAN,6.974190005491488
-117.1,32.66,27,1782,560.0,1785,560,2.1542,106300,NEAR OCEAN,4.934546467366076
-117.1,32.67,26,2629,763.0,2721,767,2.0982,109100,NEAR OCEAN,5.19969497664665
-117.1,32.67,22,1690,541.0,1669,494,2.0213,110600,NEAR OCEAN,5.471726116855489
-117.09,32.68,30,2662,653.0,1997,605,2.8089,120600,NEAR OCEAN,4.293495674463313
-117.09,32.67,31,2051,549.0,1581,538,2.052,108900,NEAR OCEAN,5.307017543859649
-117.1,32.67,15,1635,553.0,1347,597,1.2745,92900,NEAR OCEAN,7.289132993330718
-117.1,32.68,20,1012,269.0,837,240,2.0488,88900,NEAR OCEAN,4.339125341663412
-117.1,32.69,29,4174,1195.0,3675,1124,1.8112,103600,NEAR OCEAN,5.719964664310954
-117.1,32.68,42,2013,568.0,1920,557,2.0724,107600,NEAR OCEAN,5.192047867207103
-117.1,32.68,47,771,224.0,637,212,2.0156,90300,NEAR OCEAN,4.4800555665806705
-117.1,32.68,49,1412,350.0,1200,332,2.0398,93600,NEAR OCEAN,4.588685165212276
-117.1,32.68,47,1044,274.0,1003,280,1.7802,97800,NEAR OCEAN,5.49376474553421
-117.1,32.68,45,1183,289.0,900,266,2.4943,99600,NEAR OCEAN,3.9931042777532775
-117.07,32.69,29,1429,293.0,1091,317,3.4609,118000,NEAR OCEAN,3.409517755497125
-117.08,32.69,31,2558,487.0,1938,492,3.4875,117000,NEAR OCEAN,3.3548387096774195
-117.08,32.69,36,1571,284.0,1001,268,3.6875,111400,NEAR OCEAN,3.0210169491525423
-117.09,32.69,34,1469,267.0,1031,267,3.4583,112700,NEAR OCEAN,3.258826591099673
-117.09,32.68,29,1792,449.0,1650,396,2.2201,100000,NEAR OCEAN,4.504301608035674
-117.07,32.69,28,1485,275.0,820,283,4.069,153300,NEAR OCEAN,3.7675104448267387
-117.08,32.68,26,3071,615.0,2156,568,2.9318,112400,NEAR OCEAN,3.83382222525411
-117.08,32.68,19,3635,1078.0,3127,1098,1.324,122600,NEAR OCEAN,9.259818731117825
-117.09,32.68,20,2569,737.0,2341,705,2.0114,104900,NEAR OCEAN,5.215272944217958
-117.07,32.67,28,2758,623.0,2179,631,2.3814,112300,NEAR OCEAN,4.715713445872176
-117.08,32.67,31,3008,764.0,2088,757,2.5662,118200,NEAR OCEAN,4.606032265606735
-117.09,32.66,46,844,147.0,423,161,3.375,136300,NEAR OCEAN,4.038518518518519
-117.08,32.66,43,1004,236.0,839,235,2.81,103400,NEAR OCEAN,3.679715302491103
-117.07,32.67,35,3200,725.0,1723,610,1.8977,95600,NEAR OCEAN,5.037677188175159
-117.07,32.65,12,4131,891.0,2272,840,3.4701,204900,NEAR OCEAN,5.904728970346676
-117.07,32.64,32,5135,1025.0,2152,944,4.1325,172800,NEAR OCEAN,4.181488203266787
-117.08,32.64,43,1005,230.0,548,252,1.8672,145800,NEAR OCEAN,7.808483290488432
-117.08,32.65,17,2633,712.0,1487,694,2.5392,147000,NEAR OCEAN,5.789224952741021
-117.08,32.64,38,917,256.0,494,233,1.9241,150000,NEAR OCEAN,7.795852606413388
-117.08,32.64,11,1651,533.0,947,515,1.6806,141700,NEAR OCEAN,8.431512555039866
-117.09,32.65,20,1445,323.0,573,334,2.619,145800,NEAR OCEAN,5.567010309278349
-117.09,32.65,25,3509,985.0,2359,899,2.6296,150000,NEAR OCEAN,5.704289625798601
-117.08,32.65,28,2296,603.0,1277,550,2.3562,123800,NEAR OCEAN,5.254222901281725
-117.09,32.64,38,2095,536.0,1240,550,2.7218,145900,NEAR OCEAN,5.360423249320303
-117.09,32.64,30,3171,862.0,2126,800,2.507,142700,NEAR OCEAN,5.69206222576785
-117.1,32.64,29,1578,460.0,1236,461,2.5658,134700,NEAR OCEAN,5.249824616104139
-117.09,32.64,20,1999,651.0,1302,592,1.6321,57500,NEAR OCEAN,3.5230684394338576
-117.09,32.64,19,2571,791.0,1205,783,1.62,131300,NEAR OCEAN,8.104938271604937
-117.09,32.63,27,2920,770.0,1935,746,2.4148,67500,NEAR OCEAN,2.7952625476229915
-117.11,32.64,23,1619,447.0,1025,415,1.858,67500,NEAR OCEAN,3.6329386437029063
-117.11,32.62,27,1846,509.0,1078,482,2.1719,131500,NEAR OCEAN,6.054606565679819
-117.09,32.62,37,1538,298.0,867,285,3.0729,128700,NEAR OCEAN,4.188226105633115
-117.09,32.62,37,1925,428.0,1344,426,2.4866,129700,NEAR OCEAN,5.215957532373522
-117.09,32.62,34,1576,364.0,1153,381,2.1955,129700,NEAR OCEAN,5.907538146208153
-117.08,32.63,33,2891,793.0,1607,754,2.1281,139800,NEAR OCEAN,6.569240167285372
-117.09,32.64,24,3613,973.0,2002,931,1.947,147500,NEAR OCEAN,7.575757575757576
-117.09,32.63,33,620,161.0,420,164,1.8417,150000,NEAR OCEAN,8.144648965629582
-117.07,32.64,38,1486,269.0,745,295,4.6477,150400,NEAR OCEAN,3.2360092088559926
-117.07,32.63,37,2303,379.0,1026,357,3.455,156900,NEAR OCEAN,4.541244573082489
-117.07,32.64,30,2873,774.0,1593,731,2.24,129500,NEAR OCEAN,5.781249999999999
-117.06,32.63,37,1326,234.0,612,240,4.125,160200,NEAR OCEAN,3.8836363636363638
-117.06,32.62,36,786,125.0,408,138,3.9167,189700,NEAR OCEAN,4.843363035208211
-117.07,32.63,40,1706,322.0,796,303,3.5583,154900,NEAR OCEAN,4.353202371919175
-117.07,32.63,37,2372,444.0,1056,419,3.7583,145500,NEAR OCEAN,3.8714312322060507
-117.08,32.63,30,2504,559.0,1827,490,2.6146,159400,NEAR OCEAN,6.0965348428057835
-117.08,32.63,28,2080,427.0,1266,434,2.2788,146300,NEAR OCEAN,6.420045638055116
-117.08,32.62,28,2468,506.0,1353,522,3.0771,158600,NEAR OCEAN,5.154203633291086
-117.08,32.62,36,1674,309.0,818,307,3.4773,150400,NEAR OCEAN,4.325194835073189
-117.09,32.61,23,1157,309.0,640,313,2.1548,118800,NEAR OCEAN,5.513272693521441
-117.09,32.61,21,1945,430.0,1335,419,3.6467,113000,NEAR OCEAN,3.0986919680807303
-117.08,32.62,16,5192,1381.0,3261,1321,2.2685,151900,NEAR OCEAN,6.696054661670708
-117.08,32.61,27,2264,525.0,1485,468,3.3514,149100,NEAR OCEAN,4.448887032285016
-117.07,32.62,19,5016,1173.0,2750,1081,2.7838,155900,NEAR OCEAN,5.600258639270063
-117.06,32.61,34,4325,1015.0,2609,979,2.8489,128300,NEAR OCEAN,4.503492576081997
-117.07,32.61,22,5016,1331.0,3222,1196,2.1441,135500,NEAR OCEAN,6.31966792593629
-117.07,32.6,18,2602,551.0,1042,550,1.9267,67500,NEAR OCEAN,3.5033995951627133
-117.07,32.59,21,1779,466.0,1327,488,1.6007,96200,NEAR OCEAN,6.00987068157681
-117.08,32.59,30,144,52.0,220,48,2.3929,134400,NEAR OCEAN,5.616615821806176
-117.08,32.6,24,1901,490.0,1334,476,2.2544,121900,NEAR OCEAN,5.4072036905606815
-117.07,32.61,10,1686,414.0,1000,391,2.1765,128400,NEAR OCEAN,5.899379738111647
-117.06,32.61,24,4369,1353.0,3123,1247,2.0571,152300,NEAR OCEAN,7.403626464440231
-117.06,32.61,23,1630,362.0,1267,418,2.5625,131100,NEAR OCEAN,5.11609756097561
-117.07,32.6,13,1607,435.0,983,400,2.2903,106300,NEAR OCEAN,4.641313365061347
-117.06,32.6,25,1075,238.0,434,234,1.7472,94600,NEAR OCEAN,5.414377289377289
-117.06,32.6,24,1088,268.0,1095,246,2.4191,107300,NEAR OCEAN,4.435533876234964
-117.06,32.6,33,905,205.0,989,222,2.7014,108200,NEAR OCEAN,4.005330569334419
-117.05,32.63,31,4911,861.0,2334,843,4.1958,160100,NEAR OCEAN,3.815720482387149
-117.05,32.62,34,3928,686.0,2315,681,4.2851,144500,NEAR OCEAN,3.3721500081678375
-117.04,32.62,26,3620,607.0,2000,593,4.9962,156000,NEAR OCEAN,3.1223730034826467
-117.05,32.61,31,4033,715.0,2585,715,3.5096,139900,NEAR OCEAN,3.9862092546159107
-117.05,32.61,21,6034,1205.0,3795,1146,3.2633,129700,NEAR OCEAN,3.9745043361014925
-117.05,32.61,26,1563,286.0,1145,313,3.8615,139300,NEAR OCEAN,3.607406448271397
-117.04,32.6,20,8052,1461.0,5094,1430,4.2241,139800,NEAR OCEAN,3.309580739092351
-117.04,32.6,18,4747,846.0,3002,872,3.9076,152900,NEAR OCEAN,3.9128877060088034
-117.05,32.59,16,4683,929.0,3073,865,3.0495,98300,NEAR OCEAN,3.223479258894901
-117.04,32.63,26,2074,356.0,1228,335,4.1154,160200,NEAR OCEAN,3.8926957282402683
-117.04,32.62,27,1710,282.0,1089,297,4.6793,151900,NEAR OCEAN,3.246212040262433
-117.03,32.61,23,1553,216.0,778,229,5.1538,171300,NEAR OCEAN,3.323761108308432
-117.03,32.61,22,1028,148.0,523,152,6.0086,166900,NEAR OCEAN,2.7776853177112804
-117.03,32.6,26,1335,224.0,742,215,5.152,143400,NEAR OCEAN,2.783385093167702
-117.02,32.59,19,1902,335.0,1102,313,3.0365,98100,NEAR OCEAN,3.2306932323398647
-116.98,32.62,6,7995,1458.0,4771,1376,4.7068,184300,NEAR OCEAN,3.9156114557661255
-117.06,32.64,30,4494,667.0,1883,680,5.766,186100,NEAR OCEAN,3.227540756156781
-117.06,32.63,29,4168,742.0,2096,713,4.2204,169800,NEAR OCEAN,4.023315325561558
-116.98,32.68,22,2346,380.0,1217,382,5.5248,156300,NEAR OCEAN,2.8290616854908777
-117.01,32.67,17,2319,348.0,1125,337,5.551,266900,NEAR OCEAN,4.808142676995136
-117.0,32.67,16,2238,307.0,1002,303,6.6143,264100,NEAR OCEAN,3.992863946298172
-117.02,32.67,20,1505,184.0,635,182,6.5772,245200,NEAR OCEAN,3.728030164811774
-117.01,32.66,11,9992,1368.0,4495,1316,6.9664,293900,NEAR OCEAN,4.218821773082223
-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN,4.128440366972477
-116.97,32.65,4,16450,2833.0,7985,2683,5.6631,233400,NEAR OCEAN,4.121417598135297
-116.99,32.64,15,4331,699.0,2046,627,3.9519,193500,NEAR OCEAN,4.896378956957413
-117.04,32.65,8,8806,1401.0,3159,1059,4.2155,247800,NEAR OCEAN,5.878306250741312
-117.03,32.65,14,1111,142.0,472,145,7.6344,290500,NEAR OCEAN,3.8051451325578958
-117.0,32.64,11,3098,490.0,1391,484,4.9792,170400,NEAR OCEAN,3.4222365038560416
-117.01,32.63,7,6483,976.0,3269,1005,5.7358,221600,NEAR OCEAN,3.8634540953310785
-117.04,32.64,5,2329,542.0,1213,514,4.0298,225600,NEAR OCEAN,5.59829271924165
-117.02,32.64,5,260,41.0,157,42,6.5151,281700,NEAR OCEAN,4.323801630059401
-117.03,32.63,13,2087,313.0,1165,330,5.7789,227700,NEAR OCEAN,3.9401962311166483
-117.03,32.63,14,2796,476.0,1466,464,5.2489,213700,NEAR OCEAN,4.071329230886471
-117.04,32.63,26,2756,422.0,1166,398,5.1354,181600,NEAR OCEAN,3.5362386571639988
-116.99,32.74,17,3101,547.0,1410,486,3.1771,189900,<1H OCEAN,5.977148972333261
-116.98,32.74,17,3943,843.0,1995,766,2.6944,158300,<1H OCEAN,5.8751484560570075
-116.98,32.74,24,977,147.0,454,169,4.9286,173700,<1H OCEAN,3.524327395203506
-116.98,32.74,16,3361,537.0,1754,578,5.1098,162300,<1H OCEAN,3.1762495596696545
-116.98,32.72,15,4209,680.0,1914,641,4.5135,158300,<1H OCEAN,3.5072560097485326
-116.98,32.73,16,952,143.0,530,143,5.0864,175300,<1H OCEAN,3.446445423089022
-116.98,32.72,4,1078,158.0,571,184,4.6667,223300,<1H OCEAN,4.784965821672703
-116.97,32.74,14,7410,1344.0,3597,1274,4.2192,176100,<1H OCEAN,4.173777019340159
-116.95,32.74,7,2722,578.0,1429,574,3.9583,141700,<1H OCEAN,3.5798196195336383
-116.96,32.71,18,2413,533.0,1129,551,2.4567,155000,<1H OCEAN,6.309276671958318
-116.95,32.73,17,1635,272.0,960,279,5.2671,157100,<1H OCEAN,2.9826659831785993
-116.97,32.76,26,2460,313.0,838,299,5.9878,270700,<1H OCEAN,4.520859080129597
-116.98,32.75,25,4137,662.0,1905,630,4.375,214000,<1H OCEAN,4.8914285714285715
-116.97,32.75,28,3519,583.0,1720,590,4.7973,186900,<1H OCEAN,3.8959414670752297
-116.98,32.75,18,1519,369.0,802,347,2.9886,170800,<1H OCEAN,5.715050525329586
-116.97,32.76,33,3071,466.0,1348,513,6.1768,228900,<1H OCEAN,3.7058023572076157
-116.95,32.76,13,5543,857.0,2074,737,4.9528,266200,<1H OCEAN,5.374737522209659
-116.94,32.75,4,14934,2479.0,6945,2418,5.1221,229700,<1H OCEAN,4.48448878389723
-116.92,32.76,9,1859,307.0,947,304,5.9202,181300,<1H OCEAN,3.06239654065741
-116.92,32.76,7,1659,237.0,862,242,5.2741,249400,<1H OCEAN,4.728768889478774
-116.91,32.75,5,8710,1614.0,4372,1527,4.7813,240900,<1H OCEAN,5.038378683621609
-117.0,32.76,31,1989,280.0,805,301,6.5645,189100,<1H OCEAN,2.8806458983928707
-116.99,32.76,21,3833,595.0,1645,589,4.625,273500,<1H OCEAN,5.9135135135135135
-116.99,32.74,18,3341,611.0,1952,602,3.9844,215300,<1H OCEAN,5.403573938359602
-117.0,32.74,17,2357,599.0,1423,510,1.8856,118800,<1H OCEAN,6.300381841323716
-116.99,32.73,30,1856,339.0,1103,379,4.0357,153800,<1H OCEAN,3.810986941546696
-117.01,32.75,26,4038,706.0,2065,687,3.9545,178100,<1H OCEAN,4.503729927930206
-117.01,32.75,34,2105,340.0,973,357,4.3088,152500,<1H OCEAN,3.5392684738210174
-117.01,32.74,31,3473,,2098,677,2.6973,135200,<1H OCEAN,5.012419827234643
-117.01,32.73,22,2526,530.0,1556,529,2.8646,120800,NEAR OCEAN,4.21699364658242
-117.0,32.73,17,6050,1143.0,3424,1131,3.7647,127600,<1H OCEAN,3.3893802959067125
-117.0,32.72,10,3817,943.0,2352,875,2.1362,143200,NEAR OCEAN,6.703492182379927
-117.01,32.72,12,2914,734.0,2104,703,2.3068,132300,NEAR OCEAN,5.735217617478758
-116.99,32.7,15,3660,622.0,2629,612,4.0444,150100,NEAR OCEAN,3.7113045198298877
-117.0,32.7,23,2785,468.0,1456,449,4.3714,131000,NEAR OCEAN,2.9967516127556384
-116.98,32.71,18,2355,444.0,1277,433,3.4551,121400,<1H OCEAN,3.513646493589187
-116.99,32.71,21,3049,582.0,2355,585,3.8904,113800,NEAR OCEAN,2.925149084927
-117.0,32.71,22,2263,441.0,1395,416,3.725,123500,NEAR OCEAN,3.315436241610738
-117.01,32.71,20,3506,692.0,1977,668,2.981,129100,NEAR OCEAN,4.330761489433076
-116.99,32.72,15,825,130.0,334,131,4.0391,169500,<1H OCEAN,4.196479413730781
-116.99,32.72,14,1771,301.0,1046,284,4.775,143300,<1H OCEAN,3.001047120418848
-116.99,32.72,13,1330,216.0,719,215,3.8295,149600,<1H OCEAN,3.906515210863037
-116.99,32.72,11,1112,164.0,441,174,4.7679,169500,<1H OCEAN,3.5550242245013526
-117.02,32.74,30,4205,772.0,2012,734,3.5,144700,NEAR OCEAN,4.134285714285714
-117.03,32.73,34,2061,,1169,400,3.5096,142000,NEAR OCEAN,4.04604513334853
-117.03,32.73,32,1750,333.0,997,335,3.4784,154400,NEAR OCEAN,4.438822447102116
-117.03,32.74,37,821,150.0,404,135,3.0125,130400,NEAR OCEAN,4.328630705394191
-117.02,32.73,22,5201,865.0,3280,817,4.7952,141400,NEAR OCEAN,2.948782115448782
-117.02,32.72,36,2030,369.0,1142,357,3.7763,126900,NEAR OCEAN,3.3604321690543655
-117.03,32.73,38,3174,606.0,1557,619,3.5861,123600,NEAR OCEAN,3.4466411979587854
-117.03,32.72,38,886,176.0,505,188,3.5938,125400,NEAR OCEAN,3.4893427569703377
-117.03,32.72,37,2192,455.0,1515,446,3.0588,120600,NEAR OCEAN,3.9427226363279715
-117.04,32.72,24,5474,955.0,3020,904,4.0813,137000,NEAR OCEAN,3.3567735770465292
-117.04,32.73,36,2084,400.0,1097,398,3.2717,130700,NEAR OCEAN,3.9948650548644435
-117.04,32.73,25,1375,267.0,1032,278,3.5492,125400,NEAR OCEAN,3.5331905781584583
-117.05,32.72,35,3669,617.0,1694,585,3.9485,133900,NEAR OCEAN,3.391161200455869
-117.05,32.73,27,3184,588.0,1763,571,3.5529,133900,NEAR OCEAN,3.7687522868642516
-117.03,32.74,35,1878,454.0,991,409,2.4345,129700,NEAR OCEAN,5.327582665845143
-117.04,32.74,33,3880,770.0,2288,805,3.6848,140700,NEAR OCEAN,3.81838905775076
-117.02,32.74,12,3301,963.0,2000,879,1.8594,119200,NEAR OCEAN,6.410670108637195
-117.04,32.74,5,2878,785.0,1727,758,1.7179,132000,NEAR OCEAN,7.683799988357879
-117.04,32.75,36,2297,418.0,1070,392,3.5192,144000,NEAR OCEAN,4.09183905433053
-117.05,32.75,29,2767,612.0,1437,587,2.8306,142900,NEAR OCEAN,5.04839963258673
-117.05,32.75,43,1718,344.0,826,336,2.7014,133700,NEAR OCEAN,4.949285555637817
-117.03,32.77,34,1796,428.0,918,424,2.875,161200,<1H OCEAN,5.60695652173913
-117.02,32.76,15,1204,326.0,543,326,1.0278,154200,<1H OCEAN,15.002918855808524
-117.02,32.76,40,2523,488.0,976,470,3.11,185700,<1H OCEAN,5.971061093247588
-117.02,32.75,33,3296,537.0,1345,556,5.2835,217100,<1H OCEAN,4.109018642945017
-117.03,32.75,24,7879,1655.0,3898,1534,3.0897,187300,NEAR OCEAN,6.062077224325987
-117.04,32.77,26,4263,1037.0,2199,1010,2.734,148900,<1H OCEAN,5.446232626188735
-117.04,32.76,43,3171,665.0,1534,625,3.141,141400,NEAR OCEAN,4.501751034702324
-117.05,32.76,37,4879,906.0,2076,871,3.6625,154800,NEAR OCEAN,4.2266211604095565
-117.04,32.76,37,2979,557.0,1285,564,3.7368,152200,NEAR OCEAN,4.073003639477628
-117.04,32.77,16,7963,1881.0,3769,1804,2.9624,144700,<1H OCEAN,4.884553065082366
-117.03,32.77,19,4819,1492.0,2572,1336,2.3393,118200,<1H OCEAN,5.052793570726285
-117.05,32.78,37,1184,178.0,529,192,4.7941,161700,<1H OCEAN,3.372895851150372
-117.03,32.78,17,5481,1618.0,2957,1537,2.5707,171300,<1H OCEAN,6.66355467382425
-117.02,32.78,33,3481,708.0,1726,719,3.3675,158200,<1H OCEAN,4.697847067557535
-117.03,32.79,31,2366,383.0,1077,387,4.2992,174400,<1H OCEAN,4.056568663937477
-117.03,32.79,17,7352,1699.0,3331,1634,2.7006,166300,<1H OCEAN,6.157890839072799
-117.0,32.77,30,1802,401.0,776,386,2.8125,173500,<1H OCEAN,6.168888888888889
-117.01,32.76,22,3626,824.0,1800,769,2.8594,189600,<1H OCEAN,6.630761698258376
-117.01,32.76,34,3415,608.0,1464,593,4.0549,223700,<1H OCEAN,5.516782164788281
-117.01,32.77,24,2311,536.0,1005,525,2.9,185200,<1H OCEAN,6.386206896551724
-117.01,32.77,34,3330,723.0,1592,656,2.6678,164200,<1H OCEAN,6.154884174225954
-117.01,32.77,43,841,192.0,496,207,3.0179,149300,<1H OCEAN,4.947148679545379
-117.01,32.79,31,3776,815.0,1886,799,3.4421,155300,<1H OCEAN,4.511780599052904
-117.01,32.78,20,2616,597.0,1532,579,2.9896,235600,<1H OCEAN,7.880652930157882
-117.02,32.78,31,2567,,1198,499,3.4659,163000,<1H OCEAN,4.702963155313194
-117.02,32.79,36,2211,384.0,868,329,4.0491,147900,<1H OCEAN,3.652663554864044
-116.99,32.79,33,2420,393.0,1003,397,4.0658,165100,<1H OCEAN,4.060701460967091
-116.99,32.79,26,3623,703.0,1609,669,3.744,165800,<1H OCEAN,4.428418803418803
-116.99,32.78,29,1114,163.0,385,154,5.4333,222800,<1H OCEAN,4.1006386542248725
-117.0,32.79,31,3256,726.0,1595,706,3.4773,155800,<1H OCEAN,4.480487734736721
-116.99,32.77,35,2306,334.0,828,310,6.1103,301600,<1H OCEAN,4.9359278595159
-116.98,32.77,29,3558,447.0,1097,445,8.093,379600,<1H OCEAN,4.690473248486346
-117.0,32.76,31,2545,373.0,956,342,4.3977,226800,<1H OCEAN,5.157241285217272
-117.0,32.77,35,2114,317.0,881,320,5.5,241400,<1H OCEAN,4.389090909090909
-116.95,32.78,33,2432,443.0,1147,427,3.3906,138100,<1H OCEAN,4.073025423228927
-116.96,32.78,26,2807,630.0,1785,580,2.1638,132800,<1H OCEAN,6.137350956650337
-116.97,32.78,26,8902,1413.0,3941,1387,4.7943,226900,<1H OCEAN,4.732703418642972
-116.92,32.78,21,4192,752.0,2101,710,4.4306,159100,<1H OCEAN,3.5909357649076874
-116.91,32.78,15,4058,511.0,1580,473,7.5,316400,<1H OCEAN,4.218666666666667
-116.92,32.77,16,2770,406.0,1269,429,6.6783,275000,<1H OCEAN,4.117814413847835
-116.9,32.77,8,3600,492.0,1421,482,6.2609,307100,<1H OCEAN,4.905045600472776
-116.95,32.78,20,3425,448.0,1489,443,6.2552,296400,<1H OCEAN,4.738457603274076
-116.95,32.77,25,3308,421.0,1201,414,6.3191,303400,<1H OCEAN,4.80131664319286
-116.94,32.78,17,13559,2656.0,6990,2533,3.434,193200,<1H OCEAN,5.626092020966802
-116.85,32.83,17,4234,770.0,2191,725,3.6445,197600,<1H OCEAN,5.421868569076691
-116.88,32.81,35,2926,562.0,1590,506,4.2014,143200,<1H OCEAN,3.4083876802970443
-116.86,32.8,19,1747,291.0,848,290,4.875,187200,<1H OCEAN,3.84
-116.83,32.83,6,3123,495.0,1513,480,5.4288,167800,<1H OCEAN,3.0909224874742116
-116.83,32.81,18,2367,402.0,1021,395,4.8125,210500,<1H OCEAN,4.374025974025974
-116.92,32.79,24,4055,742.0,2123,744,4.5224,142000,<1H OCEAN,3.1399257031664605
-116.93,32.79,23,5759,1258.0,3108,1202,3.0927,140600,<1H OCEAN,4.546189413780839
-116.91,32.8,32,1943,287.0,1081,292,5.6846,208800,<1H OCEAN,3.6730816592196462
-116.9,32.79,21,3770,491.0,1410,446,6.7685,294700,<1H OCEAN,4.353992760582108
-116.94,32.8,21,7906,2292.0,4868,2117,1.8937,109800,<1H OCEAN,5.798172889053176
-116.93,32.79,19,3354,,1948,682,3.0192,142300,<1H OCEAN,4.713169051404345
-116.95,32.79,19,11391,3093.0,7178,2905,2.0326,123200,<1H OCEAN,6.061202400865886
-116.96,32.8,16,3920,1094.0,2612,1023,1.3291,120800,<1H OCEAN,9.088857121360318
-116.96,32.79,19,3008,693.0,2341,689,2.6087,123800,<1H OCEAN,4.745658757235406
-116.96,32.79,35,1081,266.0,691,259,2.6324,133700,<1H OCEAN,5.07901534721167
-116.96,32.8,24,2493,693.0,1420,643,1.8357,104200,<1H OCEAN,5.676308765048756
-116.97,32.79,19,4108,1101.0,2971,1006,1.9893,112500,<1H OCEAN,5.655255617553913
-116.96,32.79,17,5236,1325.0,3308,1233,2.3221,138800,<1H OCEAN,5.977348090090866
-116.97,32.78,37,1255,238.0,671,278,3.7019,138600,<1H OCEAN,3.7440233393662714
-116.97,32.78,35,1113,236.0,681,246,2.9784,136400,<1H OCEAN,4.579640075208165
-116.97,32.79,32,1255,338.0,782,302,2.6635,113600,<1H OCEAN,4.265064764407734
-116.98,32.79,32,3756,662.0,1611,598,3.8667,189700,<1H OCEAN,4.905992189722502
-116.98,32.8,28,5721,1029.0,2672,1054,3.963,164400,<1H OCEAN,4.148372445117335
-116.99,32.8,34,3657,538.0,1513,562,5.2907,195800,<1H OCEAN,3.7008335380951483
-117.0,32.8,33,1816,325.0,768,316,4.5662,150300,<1H OCEAN,3.2915772414699314
-117.0,32.8,29,2045,398.0,912,368,3.0189,144100,<1H OCEAN,4.773261784093544
-116.99,32.81,25,4436,758.0,1997,738,4.2386,201000,<1H OCEAN,4.74213183598358
-116.99,32.81,18,10968,1521.0,4439,1501,6.2787,250000,<1H OCEAN,3.981715960310255
-116.97,32.83,23,149,32.0,101,34,2.6458,112500,<1H OCEAN,4.2520220727190265
-116.97,32.81,19,1573,471.0,844,414,2.1422,125000,<1H OCEAN,5.8351227709831015
-116.97,32.8,15,3927,1018.0,2204,977,2.4367,111400,<1H OCEAN,4.571756884310748
-116.94,32.81,22,4266,1010.0,2766,985,2.8175,135200,<1H OCEAN,4.798580301685892
-116.94,32.8,28,3042,729.0,1964,703,2.4141,137500,<1H OCEAN,5.695704403297295
-116.96,32.8,19,4574,1152.0,3045,1057,2.065,124100,<1H OCEAN,6.009685230024213
-116.96,32.8,25,3421,803.0,1681,742,3.369,134400,<1H OCEAN,3.989314336598397
-116.92,32.82,34,1765,284.0,772,282,5.0118,165300,<1H OCEAN,3.298216209745002
-116.92,32.81,23,2668,528.0,1510,524,3.3669,158900,<1H OCEAN,4.719474887879058
-116.93,32.82,26,4129,714.0,1820,718,4.2586,171000,<1H OCEAN,4.015404123420842
-116.91,32.81,22,4331,637.0,1952,654,5.4834,232000,<1H OCEAN,4.230951599372653
-116.92,32.8,33,1518,268.0,857,272,3.5586,160400,<1H OCEAN,4.507390546844265
-116.92,32.81,17,1312,394.0,836,337,1.6686,112500,<1H OCEAN,6.742179072276159
-116.93,32.8,19,1867,538.0,1219,468,2.0685,130000,<1H OCEAN,6.284747401498672
-116.93,32.81,18,2447,466.0,1573,472,2.6429,125400,<1H OCEAN,4.744787922358015
-116.95,32.82,19,5308,1058.0,2852,1092,2.9161,135700,<1H OCEAN,4.65347553238915
-116.95,32.82,12,5535,1434.0,3112,1262,2.5949,108300,<1H OCEAN,4.173571235885776
-116.95,32.81,31,1277,293.0,698,237,3.1106,147700,<1H OCEAN,4.748280074583682
-116.96,32.81,8,2378,638.0,1410,623,2.9097,152500,<1H OCEAN,5.241090146750524
-116.94,32.82,35,1737,285.0,826,294,3.2411,159200,<1H OCEAN,4.9119126222578755
-116.94,32.81,8,2517,632.0,1686,613,2.136,143500,<1H OCEAN,6.718164794007491
-116.95,32.81,15,2619,599.0,1513,537,2.543,100000,<1H OCEAN,3.9323633503735747
-116.95,32.82,18,3038,592.0,1904,595,3.8024,144900,<1H OCEAN,3.8107511045655373
-116.97,32.83,17,6659,1402.0,3183,1378,2.949,117300,<1H OCEAN,3.977619532044761
-116.99,32.83,20,6696,1326.0,3687,1291,3.1979,154600,<1H OCEAN,4.834422589824571
-116.99,32.85,32,5211,949.0,3025,948,4.0931,134200,<1H OCEAN,3.278688524590164
-116.98,32.85,12,3570,713.0,3321,666,4.0882,134500,<1H OCEAN,3.289956460055771
-117.01,32.83,17,15401,3280.0,7302,3176,3.3067,121900,<1H OCEAN,3.686454773641395
-117.01,32.84,23,1951,395.0,901,378,3.1023,143300,<1H OCEAN,4.6191535312510075
-117.02,32.84,17,4013,673.0,2263,661,5.131,148300,<1H OCEAN,2.8902748002338727
-116.96,32.85,11,9724,1796.0,5247,1777,4.1716,166100,<1H OCEAN,3.9816856841499666
