longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,CLUSTER_ID,city,group
-118.19,33.77,35,1574,603.0,820,514,1.2321,137500,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,40,2034,899.0,1257,797,1.2864,131300,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,24,2404,819.0,1566,753,1.5076,145800,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,22,1118,437.0,1190,399,1.9797,143800,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,52,1375,457.0,1089,317,2.2344,200000,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,41,1158,396.0,1209,336,2.7813,129200,NEAR OCEAN,4,Long Beach,Affordable
-118.2,33.77,42,517,233.0,995,212,2.225,106300,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,45,1434,627.0,735,518,1.5,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.76,25,1442,392.0,632,385,4.6629,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.77,52,1562,616.0,692,512,1.4048,200000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,39,1645,547.0,1339,499,1.5536,155000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,36,1833,688.0,1128,620,1.1483,112500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.77,21,2103,727.0,1064,603,1.6178,137500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.77,31,1711,691.0,1092,568,1.0714,150000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.78,20,1852,556.0,1712,556,1.4565,152500,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.78,17,1419,436.0,1300,360,2.0769,100000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.78,52,1180,381.0,1046,332,1.5603,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.78,31,1648,484.0,898,457,1.5844,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.78,8,992,393.0,694,331,2.5544,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.78,29,1013,392.0,1083,316,1.8438,162500,NEAR OCEAN,4,Long Beach,Affordable
-118.19,33.78,42,1021,300.0,533,187,1.8036,175000,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.78,29,2920,962.0,3580,772,1.7393,140200,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.78,23,3768,1261.0,3940,1098,1.9647,186200,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.78,26,3042,1253.0,4812,1141,1.7701,146200,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.78,44,2364,746.0,3184,672,1.918,147500,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,36,2933,881.0,2077,838,2.2538,181300,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,45,2508,797.0,1340,720,2.6786,191100,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,38,2239,721.0,984,684,2.346,165600,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,39,2953,878.0,1379,785,2.1378,180400,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,12,4409,1401.0,3068,1262,2.2808,154700,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,29,1776,606.0,1391,488,1.1295,137500,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,30,1418,439.0,720,417,2.6371,159400,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,37,1127,327.0,492,331,2.675,241700,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.74,30,5915,1750.0,2136,1503,4.0968,310000,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,45,2151,643.0,1047,579,3.1149,218800,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,45,2143,697.0,1004,594,3.0153,220000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,37,2653,754.0,1087,698,2.3523,325000,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,41,2048,601.0,852,533,2.5726,193800,NEAR OCEAN,4,Long Beach,Affordable
-118.18,33.77,49,2297,759.0,1105,629,1.8388,175000,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.77,49,3382,787.0,1314,756,3.8125,382100,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.74,36,2006,453.0,807,426,3.7838,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.77,30,4439,1105.0,1749,1011,3.8984,306300,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.77,39,2428,634.0,1312,612,2.7212,266300,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.77,30,2800,757.0,1292,742,2.7614,272200,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.77,38,3235,769.0,1284,752,2.9384,304100,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.77,29,3078,786.0,1460,736,2.875,232500,NEAR OCEAN,4,Long Beach,Affordable
-118.17,33.77,25,4405,1262.0,2178,1090,3.0503,225000,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.78,15,4798,1374.0,3087,1212,2.127,163300,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.78,39,4075,1085.0,2470,1025,2.3317,222500,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.78,52,3248,853.0,1819,815,3.1739,222900,NEAR OCEAN,4,Long Beach,Affordable
-118.16,33.78,29,3684,1301.0,3891,1143,1.6955,179700,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.78,13,3056,861.0,1600,824,3.3003,207800,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.78,12,4436,1133.0,2176,1002,3.5812,198600,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.78,35,2768,752.0,1277,651,3.6193,250000,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.78,42,1898,488.0,940,483,3.4107,233300,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.78,45,1016,172.0,361,163,7.5,434500,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.77,49,2792,690.0,1301,648,3.2917,307400,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.77,51,2812,621.0,1171,566,3.875,342900,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.77,52,2204,498.0,899,445,4.1765,393900,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.77,41,3448,896.0,1621,838,4.5,339800,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.77,27,3043,787.0,1398,747,3.5528,271100,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.76,37,3242,698.0,1080,629,3.901,432500,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.76,36,2916,785.0,1183,749,3.5985,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.15,33.77,36,4366,1211.0,1912,1172,3.5292,361800,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.76,52,2216,526.0,940,530,4.5469,381000,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.76,44,1543,463.0,652,406,4.25,439300,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.75,39,1995,634.0,867,567,4.079500000000001,400000,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.76,52,2677,642.0,1144,624,4.3889,378000,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.76,50,2960,761.0,1179,718,3.5214,398100,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.76,44,1633,536.0,741,513,3.385,408300,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.77,52,2208,409.0,791,408,5.8408,500000,NEAR OCEAN,4,Long Beach,Affordable
-118.14,33.76,50,914,167.0,322,165,4.7361,418800,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.76,46,2834,673.0,1175,670,4.7875,363800,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.76,44,2532,621.0,961,550,3.9352,406900,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.76,43,3070,668.0,1240,646,3.7813,461500,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.75,47,3330,569.0,1220,557,7.3672,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.76,45,3035,516.0,1127,527,7.0796,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.75,41,2072,491.0,742,414,3.9934,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.76,15,4690,1002.0,1879,974,5.6051,267400,NEAR OCEAN,4,Long Beach,Affordable
-118.11,33.77,15,9103,1847.0,3333,1712,5.1508,367300,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.77,20,4534,954.0,1941,892,6.0362,463500,NEAR OCEAN,4,Long Beach,Affordable
-118.12,33.77,10,7264,1137.0,2528,1057,10.2233,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.77,52,3697,691.0,1436,671,4.6852,395200,NEAR OCEAN,4,Long Beach,Affordable
-118.13,33.77,37,4365,926.0,1661,868,5.3046,360700,NEAR OCEAN,4,Long Beach,Affordable
-118.3,33.74,40,1896,416.0,950,383,2.425,255000,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.74,28,1065,215.0,887,217,3.9375,270500,NEAR OCEAN,4,San Pedro,Affordable
-118.34,33.76,34,5586,674.0,1871,636,15.0001,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.35,33.74,25,8272,1132.0,3392,1132,10.0973,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.77,20,5776,956.0,2757,936,6.6447,416800,<1H OCEAN,4,San Pedro,Affordable
-118.31,33.76,26,4486,709.0,1873,719,6.5704,414700,<1H OCEAN,4,San Pedro,Affordable
-118.31,33.75,36,2715,474.0,1303,457,4.6042,357300,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.75,34,2338,393.0,1031,373,6.287,396400,NEAR OCEAN,4,San Pedro,Affordable
-118.33,33.77,33,4244,595.0,1534,557,9.8214,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.32,33.75,33,2996,398.0,1048,387,9.267,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.32,33.75,37,1080,135.0,366,142,11.6677,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.32,33.74,24,6097,794.0,2248,806,10.1357,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.32,33.77,37,627,95.0,259,106,6.887,500001,<1H OCEAN,4,San Pedro,Affordable
-118.4,34.06,37,3781,873.0,1725,838,4.1455,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.06,47,3652,967.0,1438,887,3.6964,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.06,52,1871,326.0,646,284,8.2961,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.06,52,2501,362.0,748,349,6.6343,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.06,43,2665,556.0,1015,506,4.1411,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.06,43,4994,1057.0,1830,969,5.5321,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.45,34.06,52,204,34.0,1154,28,9.337,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.05,52,2416,291.0,810,270,13.8556,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.04,50,2597,340.0,964,339,13.3036,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.04,48,2381,345.0,859,306,8.025700000000002,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.04,52,3000,374.0,1143,375,15.0001,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.04,52,2233,317.0,769,277,8.383900000000002,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.04,31,4066,951.0,1532,868,4.8125,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.03,30,4061,927.0,1487,865,4.1827,435100,<1H OCEAN,4,Santa Monica,Ultra-High
-118.51,34.04,40,1382,167.0,483,178,11.7045,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.03,52,1506,208.0,547,186,7.8705,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.03,52,1711,245.0,671,242,7.7572,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.03,44,2146,394.0,851,355,6.48,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.51,34.03,37,4072,905.0,1468,923,3.8571,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.52,34.02,24,7418,1755.0,2713,1577,5.0867,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.03,31,4949,1293.0,1985,1244,4.252,436700,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.03,32,6365,1784.0,2767,1698,3.6451,383300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.02,28,5109,1482.0,2313,1451,3.3266,483300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.02,24,2924,1013.0,1492,943,2.775,291700,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,34.02,35,2914,934.0,1334,870,2.9934,350000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.52,34.01,25,2757,738.0,1014,633,3.1433,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.03,32,3851,900.0,1456,836,4.5208,442100,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.03,31,3155,808.0,1208,745,3.6769,450000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.02,27,4725,1185.0,1945,1177,4.1365,470800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.03,32,1793,476.0,1143,448,2.8981,353600,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.02,28,2545,752.0,1548,679,2.9125,475000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.02,29,2709,799.0,1238,793,3.1563,330000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.04,47,1956,277.0,724,277,8.961600000000002,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.04,49,3780,741.0,1435,690,4.315800000000001,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.04,40,1395,285.0,610,262,3.9659,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.04,36,2539,535.0,979,500,3.6667,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.04,32,2909,748.0,1310,706,4.516,350000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.03,32,3024,784.0,1323,740,3.3889,347900,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.03,39,1530,401.0,1074,375,3.5076,381800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.03,29,3287,882.0,1523,823,3.7381,290600,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.03,31,2642,681.0,1303,625,3.5987,340500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.03,19,902,284.0,414,272,1.3333,310000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.02,22,1249,483.0,1106,481,2.5261,375000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.02,29,1585,542.0,1019,487,2.7072,375000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.02,30,2075,687.0,1026,592,3.1635,366700,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.03,27,1965,631.0,1042,596,2.75,327300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.03,39,1244,283.0,886,284,3.125,325000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.03,52,523,,317,130,2.2794,337500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.02,29,2329,833.0,1953,800,2.6639,233300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.02,38,2163,651.0,1759,584,2.3382,297500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.02,11,72,16.0,150,20,2.625,250000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.02,35,3057,774.0,2223,732,2.0745,332500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.02,30,2027,609.0,1425,562,2.2917,330800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.02,25,1583,460.0,983,422,2.7019,293800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.02,28,1394,582.0,716,543,1.5132,450000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.01,28,651,252.0,333,174,1.9722,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.51,34.0,52,1241,502.0,679,459,2.3098,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.01,31,2851,804.0,1410,782,4.0893,381500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.0,41,2584,743.0,1058,668,3.2061,370000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.01,30,3078,954.0,1561,901,3.4852,425000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.49,34.0,32,3407,1071.0,1463,986,3.0369,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.01,31,1829,458.0,719,392,4.400000000000001,353800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.0,28,1259,302.0,668,280,4.2813,384400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.0,42,1271,301.0,574,312,3.1304,340500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.0,25,4149,1067.0,1749,1000,3.9722,450000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.0,29,1727,479.0,741,431,3.6121,500000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.0,52,1359,395.0,521,368,2.6736,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.5,33.99,22,3484,975.0,1268,952,3.2609,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.02,41,2136,549.0,986,557,2.7254,444400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,44,2175,475.0,1019,448,4.793,470800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,41,2704,557.0,1047,478,4.4211,462900,<1H OCEAN,4,Santa Monica,Ultra-High
-118.48,34.01,40,2198,611.0,1023,567,3.755,398300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,41,752,201.0,482,207,2.5417,418200,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.01,48,1640,322.0,664,301,4.0,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.01,46,1379,239.0,688,269,6.8901,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,44,2017,343.0,958,382,6.1014,480100,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,43,1160,304.0,393,250,2.9167,461100,<1H OCEAN,4,Santa Monica,Ultra-High
-118.47,34.01,27,1782,471.0,837,422,3.7727,413000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.45,34.02,41,2956,700.0,1212,645,3.4583,421900,<1H OCEAN,4,Santa Monica,Ultra-High
-118.45,34.02,45,1230,201.0,565,219,6.3521,493400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.02,45,3803,970.0,1690,871,3.0476,456200,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.02,46,2571,502.0,1225,501,6.0436,473000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.46,34.02,39,3599,776.0,1569,763,5.2571,405400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.01,44,1494,262.0,618,266,5.4035,356300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.02,40,593,137.0,371,132,4.6932,332800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.0,34,1816,335.0,872,339,4.85,329400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.0,37,1534,258.0,751,259,5.444,336000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,33.99,36,1280,240.0,704,217,5.9632,328100,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,33.99,36,1225,213.0,591,227,5.4663,326700,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.0,44,2122,385.0,1012,367,4.6687,344300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.4,34.01,48,1427,253.0,693,268,5.7405,351600,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.01,44,2010,394.0,961,365,4.5982,333500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.0,37,1426,259.0,689,261,5.5284,331000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.01,26,2503,449.0,1218,426,5.3683,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.01,43,2000,529.0,1290,514,4.7031,302500,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.01,33,3306,974.0,2475,924,2.8797,285300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.42,34.01,42,1700,438.0,997,436,2.9213,305000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.0,38,324,70.0,268,73,2.55,271400,<1H OCEAN,4,Santa Monica,Ultra-High
-118.42,34.0,45,1807,355.0,883,371,5.0357,329800,<1H OCEAN,4,Santa Monica,Ultra-High
-118.41,34.0,46,105,20.0,69,19,3.9643,275000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.42,34.0,33,1139,299.0,734,257,3.2708,325000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.43,34.0,37,1340,358.0,1008,340,3.7614,314300,<1H OCEAN,4,Santa Monica,Ultra-High
-118.43,33.99,45,2092,451.0,1190,429,3.8021,323000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.44,33.99,44,305,72.0,156,70,5.9641,275000,<1H OCEAN,4,Santa Monica,Ultra-High
-118.44,33.98,21,18132,5419.0,7431,4930,5.3359,500001,<1H OCEAN,4,Santa Monica,Ultra-High
-118.6,34.09,43,2228,438.0,960,395,7.6091,438500,<1H OCEAN,4,Malibu,Ultra-High
-118.6,34.08,40,866,181.0,399,176,6.91,380000,<1H OCEAN,4,Malibu,Ultra-High
-118.6,34.07,16,319,59.0,149,64,4.625,433300,<1H OCEAN,4,Malibu,Ultra-High
-118.69,34.08,23,204,40.0,117,41,9.7646,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.66,34.1,12,2560,365.0,907,366,10.076,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.68,34.08,18,102,17.0,55,21,3.9934,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.75,34.1,34,2255,402.0,857,317,4.5333,377300,NEAR OCEAN,4,Malibu,Ultra-High
-118.74,34.05,19,3487,686.0,2782,584,7.9184,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.86,34.07,16,1409,244.0,970,172,8.0144,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.88,34.02,19,15990,2611.0,5175,2173,7.7848,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.85,34.04,21,3837,578.0,1509,509,8.4476,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.78,34.05,28,1343,215.0,487,199,6.83,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.6,34.02,36,2043,467.0,606,326,8.4331,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.62,34.06,25,3546,584.0,1530,601,7.4001,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.66,34.02,23,8798,1465.0,2750,1208,8.7364,500001,NEAR OCEAN,4,Malibu,Ultra-High
-118.09,33.75,32,6239,974.0,2615,950,6.6188,380000,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.74,37,997,262.0,531,282,4.7773,400000,NEAR OCEAN,4,Long Beach,Affordable
-118.11,33.75,15,2569,812.0,785,477,5.4011,346400,NEAR OCEAN,4,Long Beach,Affordable
-118.11,33.74,43,1222,303.0,565,309,4.8482,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.09,33.74,44,1671,390.0,871,367,4.6369,422200,NEAR OCEAN,4,Long Beach,Affordable
-118.11,33.75,24,1608,314.0,592,314,5.0926,390500,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.74,33,2119,524.0,872,465,4.537,495500,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.74,31,1310,342.0,563,310,4.6528,457100,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.74,32,2035,,934,512,4.2287,500001,NEAR OCEAN,4,Long Beach,Affordable
-118.09,33.77,26,1388,409.0,515,392,1.8015,62000,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.77,26,2461,562.0,971,544,2.1944,87500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.77,26,2013,551.0,664,510,2.2708,67500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.77,26,3083,806.0,960,723,1.9074,68500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.76,25,1995,637.0,743,597,1.4617,46900,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.76,26,1625,440.0,533,414,1.808,58500,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.77,26,5359,1508.0,1829,1393,1.7675,61300,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.76,26,1967,577.0,692,538,1.6111,54300,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.76,26,996,364.0,366,313,1.2813,46700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.76,27,529,159.0,193,155,2.0952,71300,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.77,27,2301,640.0,847,627,1.7208,67500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.8,29,3675,613.0,1457,591,6.0553,369400,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.8,34,3486,507.0,1311,503,7.1221,384500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.79,34,2840,395.0,1127,396,7.6144,376200,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.78,26,2146,298.0,852,296,6.6137,342700,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.79,34,2473,383.0,967,353,5.8283,362400,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.79,31,4231,617.0,1694,623,6.6312,360100,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.78,34,2287,347.0,1051,346,5.5767,372000,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.78,30,2879,403.0,1109,414,6.9324,364700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.78,25,5321,967.0,1969,903,5.0102,340100,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.78,18,3414,434.0,1272,454,8.7015,390900,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.78,25,3112,435.0,1098,401,6.0,353500,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.78,25,2356,330.0,937,326,6.6264,359100,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.78,22,4048,562.0,1637,541,7.3463,355600,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.8,21,2196,504.0,1215,477,4.8,196900,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.79,26,4422,624.0,1936,625,6.4288,320700,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.8,22,1892,442.0,1015,404,4.1379,212500,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.8,20,1379,333.0,937,304,3.6217,195300,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.8,17,2439,554.0,1161,532,3.6442,193100,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.79,19,1863,355.0,1260,317,3.2465,277400,<1H OCEAN,4,Long Beach,Affordable
